sign_id_wordnet,sign_id_original,language,origin,video,links,gloss
dgs.14340,14340,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g14340.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14340,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14340_de.html',ORGAN1A^
dgs.14352,14352,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3966082_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14352,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14352_de.html',BETEN1B^
dgs.14360,14360,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g14360.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14360,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14360_de.html',INNEN1B^
dgs.14361,14361,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3295050_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14361,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14361_de.html',AUFFALLEN1A^
dgs.14362,14362,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g14362.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14362,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14362_de.html',STUHLGANG1A^
dgs.14363,14363,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3514100_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14363,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14363_de.html',SPIELEN2^
dgs.14368,14368,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g14368.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14368,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14368_de.html',EINVERSTANDEN1^
dgs.14373,14373,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3868846_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14373,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14373_de.html',SITZEN1A^
dgs.14376,14376,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4470989_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14376,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14376_de.html',FAUST-ZEIGEN1^
dgs.14389,14389,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3253226_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14389,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14389_de.html',GROB1^
dgs.14393,14393,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3801945_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14393,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14393_de.html',NEU1A^
dgs.14398,14398,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3513743_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14398,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14398_de.html',NETZ1A^
dgs.14404,14404,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g14404.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14404,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14404_de.html',SCHIESSEN1B^
dgs.14412,14412,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4011296_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14412,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14412_de.html',STEMPEL1^
dgs.14420,14420,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g14420.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14420,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14420_de.html',MITTE2B^
dgs.14422,14422,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4005654_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14422,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14422_de.html',LEGAL1^
dgs.14425,14425,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4494087_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14425,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14425_de.html',AUFPASSEN1A^
dgs.14434,14434,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3961264_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14434,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14434_de.html',HIN-UND-HER1^
dgs.14437,14437,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14437,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14437_de.html',PERSPEKTIVE2^
dgs.14439,14439,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3370011_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14439,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14439_de.html',HEIRATEN1A^
dgs.14440,14440,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3499124_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14440,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14440_de.html',FALTE-WANGE2A^
dgs.14441,14441,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4007767_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14441,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14441_de.html',RING1A^
dgs.14442,14442,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3294483_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14442,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14442_de.html',OHRRING1A^
dgs.14457,14457,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3255118_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14457,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14457_de.html',FREI2^
dgs.14461,14461,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3960236_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14461,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14461_de.html',PUFF1^
dgs.14462,14462,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3920071_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14462,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14462_de.html',TOLERANT1^
dgs.14469,14469,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3811623_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14469,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14469_de.html',HEIRATEN3A^
dgs.14471,14471,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3294495_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14471,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14471_de.html',LEBENSPARTNER1^
dgs.14472,14472,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3805137_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14472,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14472_de.html',ZUSAMMEN3A^
dgs.14476,14476,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4404761_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14476,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14476_de.html',REISE1A^
dgs.14481,14481,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4470939_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14481,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14481_de.html',UNABHÄNGIG1^
dgs.14485,14485,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14485,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14485_de.html',VERGLEICH1A^
dgs.14488,14488,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3970106_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14488,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14488_de.html',SAMMELN3^
dgs.14489,14489,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3812908_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14489,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14489_de.html',GEBEN-GELD1^
dgs.14495,14495,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g14495.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14495,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14495_de.html',DRÜCKEN-HEBEL1A^
dgs.14499,14499,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g14499.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14499,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14499_de.html',DOKUMENT1^
dgs.14501,14501,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3751154_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14501,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14501_de.html',JETZT2^
dgs.14503,14503,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3499117_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14503,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14503_de.html',FALTE-WANGE1B^
dgs.14508,14508,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14508,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14508_de.html',ZITTERN4^
dgs.14509,14509,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3793978_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14509,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14509_de.html',ANGST1^
dgs.14517,14517,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3991000_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14517,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14517_de.html',DARF1^
dgs.14518,14518,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3370211_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14518,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14518_de.html',DRUCK-AUF-PERSON1^
dgs.14521,14521,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4404896_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14521,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14521_de.html',FAN2^
dgs.14523,14523,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g14523.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14523,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14523_de.html',HAUS1B^
dgs.14533,14533,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3806295_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14533,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14533_de.html',PROZENT1^
dgs.14534,14534,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4371042_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14534,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14534_de.html',PUNKT2^
dgs.14537,14537,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3252880_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14537,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14537_de.html',SO1^
dgs.14539,14539,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3498935_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14539,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14539_de.html',STRAFE1A^
dgs.14540,14540,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14540,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14540_de.html',STRAFE2^
dgs.14543,14543,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4020655_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14543,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14543_de.html',ZIEL2^
dgs.14552,14552,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3961615_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14552,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14552_de.html',SCHAFFEN1B^
dgs.14556,14556,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14556,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14556_de.html',ETHIK1A^
dgs.14561,14561,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4361235_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14561,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14561_de.html',UNTERSTÜTZEN4A^
dgs.14565,14565,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3253147_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14565,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14565_de.html',DA1^
dgs.14569,14569,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4409636_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14569,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14569_de.html',OBEN3B^
dgs.14570,14570,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3992716_1.mp4,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14570_de.html,GARANTIE1^
dgs.14572,14572,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4017882_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14572,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14572_de.html',DREHEN-KREIS4^
dgs.14581,14581,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3868679_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14581,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14581_de.html',GRUND4A^
dgs.14582,14582,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3425523_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14582,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14582_de.html',BEWEGUNG1B^
dgs.14589,14589,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14589,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14589_de.html',TRAGEN1^
dgs.14591,14591,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3295092_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14591,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14591_de.html',AUSHALTEN1A^
dgs.14598,14598,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3988452_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14598,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14598_de.html',BESCHEID2^
dgs.14599,14599,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3867106_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14599,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14599_de.html',KÖRPER3^
dgs.14600,14600,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3994478_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14600,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14600_de.html',AUSWEIS3^
dgs.14601,14601,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14601,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14601_de.html',ORT1C^
dgs.14602,14602,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3780138_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14602,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14602_de.html',PICKELHAUBE1A^
dgs.14603,14603,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3996117_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14603,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14603_de.html',FARBEN3A^
dgs.14607,14607,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3972819_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14607,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14607_de.html',STELLEN-VON-NACH1A^
dgs.14610,14610,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3494992_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14610,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14610_de.html',TREIBEN1A^
dgs.14612,14612,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3498607_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14612,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14612_de.html',SUCHEN1^
dgs.14615,14615,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4410723_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14615,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14615_de.html',VORTEIL2^
dgs.14616,14616,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3802095_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14616,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14616_de.html',WAS1B^
dgs.14620,14620,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3794345_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14620,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14620_de.html',MODERN1A^
dgs.14621,14621,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3426108_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14621,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14621_de.html',FREI3^
dgs.14627,14627,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3369317_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14627,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14627_de.html',FARBEN8^
dgs.14634,14634,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4409668_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14634,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14634_de.html',OBEN4^
dgs.14641,14641,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3868794_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14641,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14641_de.html',ALLE2C^
dgs.14644,14644,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3252890_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14644,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14644_de.html',GEBEN2^
dgs.14654,14654,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14654,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14654_de.html',SERVIEREN2^
dgs.14655,14655,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3992393_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14655,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14655_de.html',GRENZE1A^
dgs.14658,14658,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3499192_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14658,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14658_de.html',FALTE-WANGE1A^
dgs.14680,14680,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3811608_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14680,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14680_de.html',DISTANZ1^
dgs.14690,14690,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4405138_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14690,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14690_de.html',ABHAUEN1B^
dgs.14694,14694,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4006488_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14694,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14694_de.html',MEISTER1^
dgs.14699,14699,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4016815_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14699,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14699_de.html',VOR-ZEIT1D^
dgs.14703,14703,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3370219_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14703,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14703_de.html',FREI1^
dgs.14707,14707,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g14707.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14707,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14707_de.html',GESCHICKT1A^
dgs.14713,14713,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3967136_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14713,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14713_de.html',FEIERN1A^
dgs.14719,14719,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3966230_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14719,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14719_de.html',SPITZ-OBEN2^
dgs.14728,14728,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3821044_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14728,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14728_de.html',AUSSEN2^
dgs.14730,14730,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4016215_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14730,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14730_de.html',VERSCHIEDENES2^
dgs.14731,14731,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3825713_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14731,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14731_de.html',PARTEI1^
dgs.14748,14748,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4017954_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14748,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14748_de.html',ABMACHEN1^
dgs.14753,14753,dgs,dgs-korpus,,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14753_de.html,NETZ1B^
dgs.14762,14762,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3397138_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14762,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14762_de.html',VERKEHR1A^
dgs.14763,14763,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3397274_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14763,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14763_de.html',VERKEHR1B^
dgs.14764,14764,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3370157_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14764,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14764_de.html',DUNKEL2^
dgs.14765,14765,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3868617_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14765,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14765_de.html',SEHEN-AUF1^
dgs.14766,14766,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3253258_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14766,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14766_de.html',UMZIEHEN1^
dgs.14770,14770,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3478576_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14770,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14770_de.html',MODERN1B^
dgs.14775,14775,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g14775.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14775,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14775_de.html',FUNKTION2^
dgs.14777,14777,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14777,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14777_de.html',EBENE1B^
dgs.14830,14830,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3499250_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14830,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14830_de.html',TOLL1A^
dgs.14843,14843,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g14843.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14843,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14843_de.html',RISS1A^
dgs.14858,14858,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-14858,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14858_de.html',EBBE1^
dgs.14862,14862,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3425917_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-14862,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type14862_de.html',TOD2^
