sign_id_wordnet,sign_id_original,language,origin,video,links,gloss
dgs.16173,16173,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16173,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16173_de.html',SQUASH1^
dgs.16178,16178,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3868784_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16178,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16178_de.html',ALLE2A^
dgs.16181,16181,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4357889_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16181,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16181_de.html',POST1A^
dgs.16209,16209,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3803066_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16209,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16209_de.html',WAS1A^
dgs.16211,16211,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16211,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16211_de.html',CHEMIE1^
dgs.16218,16218,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4456248_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16218,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16218_de.html',VERGLEICH2^
dgs.16239,16239,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16239,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16239_de.html',BETTELN1^
dgs.16263,16263,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3993047_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16263,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16263_de.html',HAUPT3^
dgs.16267,16267,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16267,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16267_de.html',TREPPE2^
dgs.16295,16295,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3813018_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16295,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16295_de.html',FEST1B^
dgs.16311,16311,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3252967_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16311,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16311_de.html',TYPISCH1^
dgs.16314,16314,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3369979_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16314,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16314_de.html',OMA1A^
dgs.16370,16370,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16370,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16370_de.html',REIFEN1A^
dgs.16375,16375,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3476302_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16375,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16375_de.html',FISCH1^
dgs.16378,16378,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3821115_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16378,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16378_de.html',VERSTEHEN1^
dgs.16392,16392,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3995749_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16392,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16392_de.html',BITTE2^
dgs.16403,16403,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3509096_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16403,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16403_de.html',KRONE1A^
dgs.16405,16405,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4518086_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16405,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16405_de.html',ZIGARRE1^
dgs.16407,16407,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3961592_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16407,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16407_de.html',GEBÄRDEN1D^
dgs.16417,16417,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3960425_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16417,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16417_de.html',SCHWIMMEN1^
dgs.16458,16458,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3294487_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16458,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16458_de.html',BRUST4A^
dgs.16471,16471,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4460268_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16471,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16471_de.html',KUCHEN2^
dgs.16497,16497,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4407107_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16497,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16497_de.html',GEFÜHL4A^
dgs.16507,16507,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16507,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16507_de.html',EBENE1C^
dgs.16521,16521,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3998338_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16521,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16521_de.html',AUFZÄHLEN1C^
dgs.16524,16524,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16524,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16524_de.html',KRAGEN1^
dgs.16534,16534,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3498902_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16534,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16534_de.html',BESCHWEREN-SICH2^
dgs.16563,16563,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g16563.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16563,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16563_de.html',ABSCHLEPPEN1^
dgs.16565,16565,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4372419_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16565,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16565_de.html',VERWANDT4^
dgs.16566,16566,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3972176_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16566,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16566_de.html',NOVEMBER3^
dgs.16574,16574,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4459931_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16574,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16574_de.html',U-BAHN2A^
dgs.16583,16583,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4509381_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16583,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16583_de.html',AMPEL1^
dgs.16584,16584,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16584,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16584_de.html',TENNIS1^
dgs.16606,16606,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3294924_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16606,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16606_de.html',HARMLOS1^
dgs.16609,16609,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16609,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16609_de.html',WICKELN1^
dgs.16618,16618,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3868790_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16618,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16618_de.html',ALLE2B^
dgs.16636,16636,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3965702_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16636,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16636_de.html',$GEST-OFF1^
dgs.16655,16655,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3613665_1.mp4,'https://doi.org/10.25592/dgs.corpus-2.0-type-16655,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16655_de.html',$ORAL^
dgs.16673,16673,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4009222_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16673,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16673_de.html',ANFÜHRUNGSZEICHEN1^
dgs.16685,16685,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g16685.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16685,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16685_de.html',KERZE1^
dgs.16691,16691,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3253395_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16691,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16691_de.html',MINUTE1^
dgs.16704,16704,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3989566_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16704,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16704_de.html',NAME5^
dgs.16720,16720,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g16720.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16720,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16720_de.html',GERUCH-MUND1A^
dgs.16722,16722,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g16722.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16722,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16722_de.html',GLEICH1B^
dgs.16746,16746,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3294459_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16746,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16746_de.html',SCHNURRBART2A^
dgs.16764,16764,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g16764.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16764,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16764_de.html',FAHNE1A^
dgs.16788,16788,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4393599_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16788,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16788_de.html',HOFFEN2B^
dgs.16795,16795,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g16795.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16795,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16795_de.html',WOCHE2^
dgs.16797,16797,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3868195_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16797,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16797_de.html',FILM1A^
dgs.16809,16809,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16809,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16809_de.html',HÄUTEN5^
dgs.16834,16834,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16834,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16834_de.html',VERRÜCKT1B^
dgs.16856,16856,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3811522_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16856,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16856_de.html',MINUTE2A^
dgs.16861,16861,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4406540_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16861,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16861_de.html',DICK-KÖRPER1^
dgs.16880,16880,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3989642_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16880,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16880_de.html',HABEN-EXISTIEREN1^
dgs.16890,16890,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3996385_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16890,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16890_de.html',FLUGZEUG1^
dgs.16894,16894,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4405155_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16894,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16894_de.html',EINSCHLAFEN1^
dgs.16905,16905,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3429552_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16905,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16905_de.html',GEMÜTLICH2^
dgs.16906,16906,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g16906.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16906,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16906_de.html',KLEIDUNG3^
dgs.16907,16907,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16907,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16907_de.html',WOHNUNG2A^
dgs.16914,16914,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16914,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16914_de.html',NEID2A^
dgs.16922,16922,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4410802_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16922,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16922_de.html',VORNE1^
dgs.16924,16924,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16924,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16924_de.html',ZEBRA1^
dgs.16957,16957,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g16957.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16957,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16957_de.html',HEIZUNG1^
dgs.16959,16959,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g16959.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16959,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16959_de.html',ANLAGE1^
dgs.16973,16973,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3750374_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16973,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16973_de.html',DISKUSSION1A^
dgs.16975,16975,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g16975.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16975,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16975_de.html',VORBEREITUNG4^
dgs.16979,16979,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3253893_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16979,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16979_de.html',ZEIT1^
dgs.16991,16991,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-16991,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16991_de.html',FEILE1^
dgs.16996,16996,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3978154_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-16996,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type16996_de.html',NOVEMBER5^
dgs.17010,17010,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17010,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17010_de.html',ZAUBEREI1^
dgs.17016,17016,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17016,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17016_de.html',LAGER2^
dgs.17024,17024,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4012700_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17024,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17024_de.html',TAG-VOR1B^
dgs.17057,17057,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3813131_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17057,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17057_de.html',BEINE-SCHLOTTERN1A^
dgs.17072,17072,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4393619_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17072,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17072_de.html',DISCO1^
dgs.17075,17075,dgs,dgs-korpus,,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17075_de.html,PISTOLE3A^
dgs.17078,17078,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17078,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17078_de.html',ZAHNARZT1^
dgs.17094,17094,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g17094.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17094,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17094_de.html',PROBE4^
dgs.17100,17100,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4460002_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17100,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17100_de.html',PUNKT1C^
dgs.17105,17105,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17105,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17105_de.html',PISTOLE2^
dgs.17111,17111,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3990444_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17111,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17111_de.html',WARUM2^
dgs.17112,17112,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3370034_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17112,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17112_de.html',VATER1^
dgs.17121,17121,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/galex/filmegr/g17121.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17121,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17121_de.html',GRABEN1D^
dgs.17124,17124,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3805396_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17124,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17124_de.html',BRUSTKORB1^
dgs.17134,17134,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4007667_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17134,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17134_de.html',RESTAURANT1^
dgs.17144,17144,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17144,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17144_de.html',AUS-VERSEHEN1^
dgs.17169,17169,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3750851_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17169,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17169_de.html',NEIN3B^
dgs.17177,17177,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4404840_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17177,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17177_de.html',AUS-ZU1^
dgs.17181,17181,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17181,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17181_de.html',TISCHTENNIS1^
dgs.17183,17183,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17183,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17183_de.html',GLEICHHEITSZEICHEN2^
dgs.17209,17209,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3817876_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17209,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17209_de.html',HELL1^
dgs.17224,17224,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3965745_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17224,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17224_de.html',HÖRGERÄT1^
dgs.17227,17227,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17227,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17227_de.html',EIGEN1D^
dgs.17232,17232,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17232,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17232_de.html',BASKETBALL1^
dgs.17242,17242,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4410409_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17242,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17242_de.html',WAHRNEHMEN-OHR1^
dgs.17253,17253,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3803092_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17253,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17253_de.html',TOCHTER1^
dgs.17263,17263,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4440664_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17263,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17263_de.html',VERBAND1B^
dgs.17286,17286,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3784843_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17286,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17286_de.html',HAUPTSÄCHLICH1^
dgs.17300,17300,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3812648_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17300,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17300_de.html',ICH2^
dgs.17301,17301,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17301,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17301_de.html',ZEUGE4^
dgs.17325,17325,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3974864_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17325,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17325_de.html',VATER2^
dgs.17327,17327,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4502427_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17327,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17327_de.html',SPANIEN1A^
dgs.17331,17331,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17331,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17331_de.html',SCHAFFNER1^
dgs.17338,17338,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/glex/filmegr/g17338.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17338,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17338_de.html',REIFEN4^
dgs.17339,17339,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4373073_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17339,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17339_de.html',STRASSENBAHN2A^
dgs.17342,17342,dgs,dgs-korpus,,'https://doi.org/10.25592/dgs.corpus-3.0-type-17342,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17342_de.html',VERGLEICH1C^
dgs.17350,17350,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3998263_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17350,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17350_de.html',GEBÄRDEN1C^
dgs.17385,17385,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3967630_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17385,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17385_de.html',BRILLE1A^
dgs.17418,17418,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3868255_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17418,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17418_de.html',EURO1^
dgs.17444,17444,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/4408576_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17444,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17444_de.html',NAHE2A^
dgs.17467,17467,dgs,dgs-korpus,https://www.sign-lang.uni-hamburg.de/korpusdict/clips/3809892_1.mp4,'https://doi.org/10.25592/dgs.corpus-3.0-type-17467,https://www.sign-lang.uni-hamburg.de/meinedgs/types/type17467_de.html',WISSEN2B^
